,State,Year,Categories,Gender,Total
1794,Haryana,2002,Sickness,Female,66
1795,Haryana,2002,Sickness,Male,169
1796,Haryana,2003,Causes Not known,Female,56
1797,Haryana,2003,Causes Not known,Male,179
1798,Haryana,2003,Drug Abuse/Addiction,Female,41
1799,Haryana,2003,Drug Abuse/Addiction,Male,37
1800,Haryana,2003,Financial issues,Female,31
1801,Haryana,2003,Financial issues,Male,163
1802,Haryana,2003,Others Causes,Female,141
1803,Haryana,2003,Others Causes,Male,574
1804,Haryana,2003,Physical Abuse (Rape/Incest Etc.),Female,4
1805,Haryana,2003,Physical Abuse (Rape/Incest Etc.),Male,10
1806,Haryana,2003,Pressures of Society,Female,24
1807,Haryana,2003,Pressures of Society,Male,67
1808,Haryana,2003,Relation Troubles,Female,193
1809,Haryana,2003,Relation Troubles,Male,269
1810,Haryana,2003,Sickness,Female,124
1811,Haryana,2003,Sickness,Male,314
1812,Haryana,2004,Causes Not known,Female,40
1813,Haryana,2004,Causes Not known,Male,116
1814,Haryana,2004,Drug Abuse/Addiction,Female,28
1815,Haryana,2004,Drug Abuse/Addiction,Male,38
1816,Haryana,2004,Financial issues,Female,34
1817,Haryana,2004,Financial issues,Male,203
1818,Haryana,2004,Others Causes,Female,256
1819,Haryana,2004,Others Causes,Male,630
1820,Haryana,2004,Physical Abuse (Rape/Incest Etc.),Female,1
1821,Haryana,2004,Pressures of Society,Female,12
1822,Haryana,2004,Pressures of Society,Male,28
1823,Haryana,2004,Relation Troubles,Female,208
1824,Haryana,2004,Relation Troubles,Male,315
1825,Haryana,2004,Sickness,Female,49
1826,Haryana,2004,Sickness,Male,124
1827,Haryana,2005,Causes Not known,Female,37
1828,Haryana,2005,Causes Not known,Male,119
1829,Haryana,2005,Drug Abuse/Addiction,Male,50
1830,Haryana,2005,Financial issues,Female,63
1831,Haryana,2005,Financial issues,Male,125
1832,Haryana,2005,Others Causes,Female,188
1833,Haryana,2005,Others Causes,Male,514
1834,Haryana,2005,Physical Abuse (Rape/Incest Etc.),Female,1
1835,Haryana,2005,Physical Abuse (Rape/Incest Etc.),Male,1
1836,Haryana,2005,Pressures of Society,Female,14
1837,Haryana,2005,Pressures of Society,Male,15
1838,Haryana,2005,Relation Troubles,Female,189
1839,Haryana,2005,Relation Troubles,Male,386
1840,Haryana,2005,Sickness,Female,61
1841,Haryana,2005,Sickness,Male,283
1842,Haryana,2006,Causes Not known,Female,89
1843,Haryana,2006,Causes Not known,Male,366
1844,Haryana,2006,Drug Abuse/Addiction,Male,41
1845,Haryana,2006,Financial issues,Female,42
1846,Haryana,2006,Financial issues,Male,260
1847,Haryana,2006,Others Causes,Female,151
1848,Haryana,2006,Others Causes,Male,443
1849,Haryana,2006,Physical Abuse (Rape/Incest Etc.),Female,1
1850,Haryana,2006,Pressures of Society,Female,17
1851,Haryana,2006,Pressures of Society,Male,37
1852,Haryana,2006,Relation Troubles,Female,180
1853,Haryana,2006,Relation Troubles,Male,352
1854,Haryana,2006,Sickness,Female,70
1855,Haryana,2006,Sickness,Male,267
1856,Haryana,2007,Causes Not known,Female,50
1857,Haryana,2007,Causes Not known,Male,197
1858,Haryana,2007,Drug Abuse/Addiction,Male,43
1859,Haryana,2007,Financial issues,Female,53
1860,Haryana,2007,Financial issues,Male,271
1861,Haryana,2007,Others Causes,Female,150
1862,Haryana,2007,Others Causes,Male,671
1863,Haryana,2007,Physical Abuse (Rape/Incest Etc.),Female,1
1864,Haryana,2007,Pressures of Society,Female,14
1865,Haryana,2007,Pressures of Society,Male,23
1866,Haryana,2007,Relation Troubles,Female,234
1867,Haryana,2007,Relation Troubles,Male,368
1868,Haryana,2007,Sickness,Female,79
1869,Haryana,2007,Sickness,Male,279
1870,Haryana,2008,Causes Not known,Female,97
1871,Haryana,2008,Causes Not known,Male,417
1872,Haryana,2008,Drug Abuse/Addiction,Female,2
1873,Haryana,2008,Drug Abuse/Addiction,Male,37
1874,Haryana,2008,Financial issues,Female,48
1875,Haryana,2008,Financial issues,Male,94
1876,Haryana,2008,Others Causes,Female,257
1877,Haryana,2008,Others Causes,Male,626
1878,Haryana,2008,Physical Abuse (Rape/Incest Etc.),Female,3
1879,Haryana,2008,Physical Abuse (Rape/Incest Etc.),Male,13
1880,Haryana,2008,Pressures of Society,Female,82
1881,Haryana,2008,Pressures of Society,Male,129
1882,Haryana,2008,Relation Troubles,Female,127
1883,Haryana,2008,Relation Troubles,Male,369
1884,Haryana,2008,Sickness,Female,66
1885,Haryana,2008,Sickness,Male,289
1886,Haryana,2009,Causes Not known,Female,104
1887,Haryana,2009,Causes Not known,Male,397
1888,Haryana,2009,Drug Abuse/Addiction,Male,46
1889,Haryana,2009,Financial issues,Female,21
1890,Haryana,2009,Financial issues,Male,79
1891,Haryana,2009,Others Causes,Female,209
1892,Haryana,2009,Others Causes,Male,471
1893,Haryana,2009,Physical Abuse (Rape/Incest Etc.),Female,2
1894,Haryana,2009,Pressures of Society,Female,26
1895,Haryana,2009,Pressures of Society,Male,39
1896,Haryana,2009,Relation Troubles,Female,241
1897,Haryana,2009,Relation Troubles,Male,537
1898,Haryana,2009,Sickness,Female,85
1899,Haryana,2009,Sickness,Male,246
1900,Haryana,2010,Causes Not known,Female,98
1901,Haryana,2010,Causes Not known,Male,466
1902,Haryana,2010,Drug Abuse/Addiction,Male,51
1903,Haryana,2010,Financial issues,Female,29
1904,Haryana,2010,Financial issues,Male,171
1905,Haryana,2010,Others Causes,Female,268
1906,Haryana,2010,Others Causes,Male,809
1907,Haryana,2010,Physical Abuse (Rape/Incest Etc.),Female,2
1908,Haryana,2010,Physical Abuse (Rape/Incest Etc.),Male,5
1909,Haryana,2010,Pressures of Society,Female,17
1910,Haryana,2010,Pressures of Society,Male,23
1911,Haryana,2010,Relation Troubles,Female,224
1912,Haryana,2010,Relation Troubles,Male,441
1913,Haryana,2010,Sickness,Female,79
1914,Haryana,2010,Sickness,Male,212
1915,Haryana,2011,Causes Not known,Female,49
1916,Haryana,2011,Causes Not known,Male,146
1917,Haryana,2011,Drug Abuse/Addiction,Female,6
1918,Haryana,2011,Drug Abuse/Addiction,Male,79
1919,Haryana,2011,Financial issues,Female,56
1920,Haryana,2011,Financial issues,Male,225
1921,Haryana,2011,Others Causes,Female,406
1922,Haryana,2011,Others Causes,Male,1386
1923,Haryana,2011,Physical Abuse (Rape/Incest Etc.),Male,2
1924,Haryana,2011,Pressures of Society,Female,18
1925,Haryana,2011,Pressures of Society,Male,24
1926,Haryana,2011,Relation Troubles,Female,174
1927,Haryana,2011,Relation Troubles,Male,372
1928,Haryana,2011,Sickness,Female,72
1929,Haryana,2011,Sickness,Male,230
1930,Haryana,2012,Causes Not known,Female,143
1931,Haryana,2012,Causes Not known,Male,576
1932,Haryana,2012,Drug Abuse/Addiction,Female,1
1933,Haryana,2012,Drug Abuse/Addiction,Male,71
1934,Haryana,2012,Financial issues,Female,57
1935,Haryana,2012,Financial issues,Male,197
1936,Haryana,2012,Others Causes,Female,277
1937,Haryana,2012,Others Causes,Male,643
1938,Haryana,2012,Physical Abuse (Rape/Incest Etc.),Female,4
1939,Haryana,2012,Pressures of Society,Female,56
1940,Haryana,2012,Pressures of Society,Male,88
1941,Haryana,2012,Relation Troubles,Female,136
1942,Haryana,2012,Relation Troubles,Male,258
1943,Haryana,2012,Sickness,Female,82
1944,Haryana,2012,Sickness,Male,238
1945,Himachal Pradesh,2001,Causes Not known,Female,18
1946,Himachal Pradesh,2001,Causes Not known,Male,38
1947,Himachal Pradesh,2001,Financial issues,Female,12
1948,Himachal Pradesh,2001,Financial issues,Male,17
1949,Himachal Pradesh,2001,Others Causes,Female,13
1950,Himachal Pradesh,2001,Others Causes,Male,32
1951,Himachal Pradesh,2001,Pressures of Society,Female,5
1952,Himachal Pradesh,2001,Pressures of Society,Male,7
1953,Himachal Pradesh,2001,Relation Troubles,Female,65
1954,Himachal Pradesh,2001,Relation Troubles,Male,59
1955,Himachal Pradesh,2001,Sickness,Female,17
1956,Himachal Pradesh,2001,Sickness,Male,24
1957,Himachal Pradesh,2002,Causes Not known,Female,9
1958,Himachal Pradesh,2002,Causes Not known,Male,34
1959,Himachal Pradesh,2002,Drug Abuse/Addiction,Male,6
1960,Himachal Pradesh,2002,Financial issues,Female,4
1961,Himachal Pradesh,2002,Financial issues,Male,7
1962,Himachal Pradesh,2002,Others Causes,Female,26
1963,Himachal Pradesh,2002,Others Causes,Male,63
1964,Himachal Pradesh,2002,Physical Abuse (Rape/Incest Etc.),Male,1
1965,Himachal Pradesh,2002,Pressures of Society,Female,5
1966,Himachal Pradesh,2002,Pressures of Society,Male,8
1967,Himachal Pradesh,2002,Relation Troubles,Female,62
1968,Himachal Pradesh,2002,Relation Troubles,Male,56
1969,Himachal Pradesh,2002,Sickness,Female,20
1970,Himachal Pradesh,2002,Sickness,Male,33
1971,Himachal Pradesh,2003,Causes Not known,Female,20
1972,Himachal Pradesh,2003,Causes Not known,Male,47
1973,Himachal Pradesh,2003,Drug Abuse/Addiction,Male,1
1974,Himachal Pradesh,2003,Financial issues,Female,5
1975,Himachal Pradesh,2003,Financial issues,Male,20
1976,Himachal Pradesh,2003,Others Causes,Female,38
1977,Himachal Pradesh,2003,Others Causes,Male,65
1978,Himachal Pradesh,2003,Pressures of Society,Female,9
1979,Himachal Pradesh,2003,Pressures of Society,Male,3
1980,Himachal Pradesh,2003,Relation Troubles,Female,56
1981,Himachal Pradesh,2003,Relation Troubles,Male,56
1982,Himachal Pradesh,2003,Sickness,Female,18
1983,Himachal Pradesh,2003,Sickness,Male,48
1984,Himachal Pradesh,2004,Causes Not known,Female,25
1985,Himachal Pradesh,2004,Causes Not known,Male,57
1986,Himachal Pradesh,2004,Drug Abuse/Addiction,Male,4
1987,Himachal Pradesh,2004,Financial issues,Female,4
1988,Himachal Pradesh,2004,Financial issues,Male,12
1989,Himachal Pradesh,2004,Others Causes,Female,27
1990,Himachal Pradesh,2004,Others Causes,Male,44
1991,Himachal Pradesh,2004,Physical Abuse (Rape/Incest Etc.),Female,1
1992,Himachal Pradesh,2004,Pressures of Society,Female,5
1993,Himachal Pradesh,2004,Pressures of Society,Male,8
1994,Himachal Pradesh,2004,Relation Troubles,Female,58
1995,Himachal Pradesh,2004,Relation Troubles,Male,77
1996,Himachal Pradesh,2004,Sickness,Female,15
1997,Himachal Pradesh,2004,Sickness,Male,34
1998,Himachal Pradesh,2005,Causes Not known,Female,9
1999,Himachal Pradesh,2005,Causes Not known,Male,26
2000,Himachal Pradesh,2005,Drug Abuse/Addiction,Male,5
2001,Himachal Pradesh,2005,Financial issues,Female,3
2002,Himachal Pradesh,2005,Financial issues,Male,14
2003,Himachal Pradesh,2005,Others Causes,Female,27
2004,Himachal Pradesh,2005,Others Causes,Male,53
2005,Himachal Pradesh,2005,Pressures of Society,Female,8
2006,Himachal Pradesh,2005,Pressures of Society,Male,8
2007,Himachal Pradesh,2005,Relation Troubles,Female,75
2008,Himachal Pradesh,2005,Relation Troubles,Male,79
2009,Himachal Pradesh,2005,Sickness,Female,23
2010,Himachal Pradesh,2005,Sickness,Male,29
2011,Himachal Pradesh,2006,Causes Not known,Female,26
2012,Himachal Pradesh,2006,Causes Not known,Male,43
2013,Himachal Pradesh,2006,Drug Abuse/Addiction,Female,2
2014,Himachal Pradesh,2006,Drug Abuse/Addiction,Male,11
2015,Himachal Pradesh,2006,Financial issues,Female,2
2016,Himachal Pradesh,2006,Financial issues,Male,11
2017,Himachal Pradesh,2006,Others Causes,Female,23
2018,Himachal Pradesh,2006,Others Causes,Male,56
2019,Himachal Pradesh,2006,Pressures of Society,Female,4
2020,Himachal Pradesh,2006,Pressures of Society,Male,9
2021,Himachal Pradesh,2006,Relation Troubles,Female,70
2022,Himachal Pradesh,2006,Relation Troubles,Male,97
2023,Himachal Pradesh,2006,Sickness,Female,29
2024,Himachal Pradesh,2006,Sickness,Male,74
2025,Himachal Pradesh,2007,Causes Not known,Female,22
2026,Himachal Pradesh,2007,Causes Not known,Male,59
2027,Himachal Pradesh,2007,Financial issues,Female,2
2028,Himachal Pradesh,2007,Financial issues,Male,15
2029,Himachal Pradesh,2007,Others Causes,Female,26
2030,Himachal Pradesh,2007,Others Causes,Male,32
2031,Himachal Pradesh,2007,Physical Abuse (Rape/Incest Etc.),Female,1
2032,Himachal Pradesh,2007,Physical Abuse (Rape/Incest Etc.),Male,1
2033,Himachal Pradesh,2007,Pressures of Society,Female,11
2034,Himachal Pradesh,2007,Pressures of Society,Male,5
2035,Himachal Pradesh,2007,Relation Troubles,Female,58
2036,Himachal Pradesh,2007,Relation Troubles,Male,90
2037,Himachal Pradesh,2007,Sickness,Female,24
2038,Himachal Pradesh,2007,Sickness,Male,56
2039,Himachal Pradesh,2008,Causes Not known,Female,34
2040,Himachal Pradesh,2008,Causes Not known,Male,85
2041,Himachal Pradesh,2008,Drug Abuse/Addiction,Male,9
2042,Himachal Pradesh,2008,Financial issues,Female,5
2043,Himachal Pradesh,2008,Financial issues,Male,15
2044,Himachal Pradesh,2008,Others Causes,Female,62
2045,Himachal Pradesh,2008,Others Causes,Male,135
2046,Himachal Pradesh,2008,Pressures of Society,Female,15
2047,Himachal Pradesh,2008,Pressures of Society,Male,23
2048,Himachal Pradesh,2008,Relation Troubles,Female,68
2049,Himachal Pradesh,2008,Relation Troubles,Male,83
2050,Himachal Pradesh,2008,Sickness,Female,29
2051,Himachal Pradesh,2008,Sickness,Male,67
2052,Himachal Pradesh,2009,Causes Not known,Female,22
2053,Himachal Pradesh,2009,Causes Not known,Male,50
2054,Himachal Pradesh,2009,Drug Abuse/Addiction,Male,1
2055,Himachal Pradesh,2009,Financial issues,Female,4
2056,Himachal Pradesh,2009,Financial issues,Male,8
2057,Himachal Pradesh,2009,Others Causes,Female,75
2058,Himachal Pradesh,2009,Others Causes,Male,182
2059,Himachal Pradesh,2009,Physical Abuse (Rape/Incest Etc.),Female,1
2060,Himachal Pradesh,2009,Pressures of Society,Female,3
2061,Himachal Pradesh,2009,Pressures of Society,Male,3
2062,Himachal Pradesh,2009,Relation Troubles,Female,70
2063,Himachal Pradesh,2009,Relation Troubles,Male,71
2064,Himachal Pradesh,2009,Sickness,Female,19
2065,Himachal Pradesh,2009,Sickness,Male,51
2066,Himachal Pradesh,2010,Causes Not known,Female,33
2067,Himachal Pradesh,2010,Causes Not known,Male,43
2068,Himachal Pradesh,2010,Drug Abuse/Addiction,Male,5
2069,Himachal Pradesh,2010,Financial issues,Female,2
2070,Himachal Pradesh,2010,Financial issues,Male,5
2071,Himachal Pradesh,2010,Others Causes,Female,73
2072,Himachal Pradesh,2010,Others Causes,Male,188
2073,Himachal Pradesh,2010,Physical Abuse (Rape/Incest Etc.),Female,1
2074,Himachal Pradesh,2010,Physical Abuse (Rape/Incest Etc.),Male,1
2075,Himachal Pradesh,2010,Pressures of Society,Female,7
2076,Himachal Pradesh,2010,Pressures of Society,Male,3
2077,Himachal Pradesh,2010,Relation Troubles,Female,55
2078,Himachal Pradesh,2010,Relation Troubles,Male,59
2079,Himachal Pradesh,2010,Sickness,Female,23
2080,Himachal Pradesh,2010,Sickness,Male,44
2081,Himachal Pradesh,2011,Causes Not known,Female,45
2082,Himachal Pradesh,2011,Causes Not known,Male,54
2083,Himachal Pradesh,2011,Drug Abuse/Addiction,Male,5
2084,Himachal Pradesh,2011,Financial issues,Female,2
2085,Himachal Pradesh,2011,Financial issues,Male,9
2086,Himachal Pradesh,2011,Others Causes,Female,35
2087,Himachal Pradesh,2011,Others Causes,Male,95
2088,Himachal Pradesh,2011,Pressures of Society,Female,9
2089,Himachal Pradesh,2011,Pressures of Society,Male,5
2090,Himachal Pradesh,2011,Relation Troubles,Female,58
2091,Himachal Pradesh,2011,Relation Troubles,Male,54
2092,Himachal Pradesh,2011,Sickness,Female,25
2093,Himachal Pradesh,2011,Sickness,Male,47
2094,Himachal Pradesh,2012,Causes Not known,Female,24
2095,Himachal Pradesh,2012,Causes Not known,Male,64
2096,Himachal Pradesh,2012,Drug Abuse/Addiction,Male,8
2097,Himachal Pradesh,2012,Financial issues,Female,4
2098,Himachal Pradesh,2012,Financial issues,Male,16
2099,Himachal Pradesh,2012,Others Causes,Female,41
2100,Himachal Pradesh,2012,Others Causes,Male,140
2101,Himachal Pradesh,2012,Pressures of Society,Female,10
2102,Himachal Pradesh,2012,Pressures of Society,Male,6
2103,Himachal Pradesh,2012,Relation Troubles,Female,72
2104,Himachal Pradesh,2012,Relation Troubles,Male,70
2105,Himachal Pradesh,2012,Sickness,Female,23
2106,Himachal Pradesh,2012,Sickness,Male,50
2107,Jammu and Kashmir,2001,Causes Not known,Female,23
2108,Jammu and Kashmir,2001,Causes Not known,Male,40
2109,Jammu and Kashmir,2001,Drug Abuse/Addiction,Male,1
2110,Jammu and Kashmir,2001,Financial issues,Male,5
2111,Jammu and Kashmir,2001,Others Causes,Female,6
2112,Jammu and Kashmir,2001,Others Causes,Male,3
2113,Jammu and Kashmir,2001,Pressures of Society,Male,5
2114,Jammu and Kashmir,2001,Relation Troubles,Female,30
2115,Jammu and Kashmir,2001,Relation Troubles,Male,34
2116,Jammu and Kashmir,2001,Sickness,Female,3
2117,Jammu and Kashmir,2001,Sickness,Male,3
2118,Jammu and Kashmir,2002,Causes Not known,Female,23
2119,Jammu and Kashmir,2002,Causes Not known,Male,58
2120,Jammu and Kashmir,2002,Drug Abuse/Addiction,Female,8
2121,Jammu and Kashmir,2002,Drug Abuse/Addiction,Male,4
2122,Jammu and Kashmir,2002,Financial issues,Female,2
2123,Jammu and Kashmir,2002,Financial issues,Male,7
2124,Jammu and Kashmir,2002,Others Causes,Female,18
2125,Jammu and Kashmir,2002,Others Causes,Male,14
2126,Jammu and Kashmir,2002,Pressures of Society,Female,1
2127,Jammu and Kashmir,2002,Relation Troubles,Female,36
2128,Jammu and Kashmir,2002,Relation Troubles,Male,12
2129,Jammu and Kashmir,2002,Sickness,Male,1
2130,Jammu and Kashmir,2003,Causes Not known,Female,8
2131,Jammu and Kashmir,2003,Causes Not known,Male,11
2132,Jammu and Kashmir,2003,Drug Abuse/Addiction,Female,2
2133,Jammu and Kashmir,2003,Drug Abuse/Addiction,Male,4
2134,Jammu and Kashmir,2003,Financial issues,Female,1
2135,Jammu and Kashmir,2003,Financial issues,Male,1
2136,Jammu and Kashmir,2003,Others Causes,Female,27
2137,Jammu and Kashmir,2003,Others Causes,Male,6
2138,Jammu and Kashmir,2003,Pressures of Society,Female,1
2139,Jammu and Kashmir,2003,Relation Troubles,Female,28
2140,Jammu and Kashmir,2003,Relation Troubles,Male,26
2141,Jammu and Kashmir,2003,Sickness,Female,8
2142,Jammu and Kashmir,2003,Sickness,Male,15
2143,Jammu and Kashmir,2004,Causes Not known,Female,13
2144,Jammu and Kashmir,2004,Causes Not known,Male,6
2145,Jammu and Kashmir,2004,Drug Abuse/Addiction,Female,1
2146,Jammu and Kashmir,2004,Drug Abuse/Addiction,Male,5
2147,Jammu and Kashmir,2004,Financial issues,Female,1
2148,Jammu and Kashmir,2004,Financial issues,Male,2
2149,Jammu and Kashmir,2004,Others Causes,Female,25
2150,Jammu and Kashmir,2004,Others Causes,Male,33
2151,Jammu and Kashmir,2004,Pressures of Society,Female,2
2152,Jammu and Kashmir,2004,Relation Troubles,Female,19
2153,Jammu and Kashmir,2004,Relation Troubles,Male,4
2154,Jammu and Kashmir,2004,Sickness,Male,1
2155,Jammu and Kashmir,2005,Causes Not known,Female,5
2156,Jammu and Kashmir,2005,Causes Not known,Male,49
2157,Jammu and Kashmir,2005,Drug Abuse/Addiction,Female,6
2158,Jammu and Kashmir,2005,Drug Abuse/Addiction,Male,9
2159,Jammu and Kashmir,2005,Financial issues,Female,2
2160,Jammu and Kashmir,2005,Financial issues,Male,6
2161,Jammu and Kashmir,2005,Others Causes,Female,40
2162,Jammu and Kashmir,2005,Others Causes,Male,69
2163,Jammu and Kashmir,2005,Pressures of Society,Female,15
2164,Jammu and Kashmir,2005,Pressures of Society,Male,17
2165,Jammu and Kashmir,2005,Relation Troubles,Female,28
2166,Jammu and Kashmir,2005,Relation Troubles,Male,39
2167,Jammu and Kashmir,2005,Sickness,Female,2
2168,Jammu and Kashmir,2005,Sickness,Male,7
2169,Jammu and Kashmir,2006,Causes Not known,Female,22
2170,Jammu and Kashmir,2006,Causes Not known,Male,31
2171,Jammu and Kashmir,2006,Drug Abuse/Addiction,Male,5
2172,Jammu and Kashmir,2006,Financial issues,Female,5
2173,Jammu and Kashmir,2006,Financial issues,Male,6
2174,Jammu and Kashmir,2006,Others Causes,Female,37
2175,Jammu and Kashmir,2006,Others Causes,Male,49
2176,Jammu and Kashmir,2006,Pressures of Society,Female,5
2177,Jammu and Kashmir,2006,Pressures of Society,Male,2
2178,Jammu and Kashmir,2006,Relation Troubles,Female,33
2179,Jammu and Kashmir,2006,Relation Troubles,Male,36
2180,Jammu and Kashmir,2006,Sickness,Female,8
2181,Jammu and Kashmir,2006,Sickness,Male,23
2182,Jammu and Kashmir,2007,Causes Not known,Female,19
2183,Jammu and Kashmir,2007,Causes Not known,Male,41
2184,Jammu and Kashmir,2007,Drug Abuse/Addiction,Male,7
2185,Jammu and Kashmir,2007,Financial issues,Female,6
2186,Jammu and Kashmir,2007,Financial issues,Male,21
2187,Jammu and Kashmir,2007,Others Causes,Female,21
2188,Jammu and Kashmir,2007,Others Causes,Male,50
2189,Jammu and Kashmir,2007,Physical Abuse (Rape/Incest Etc.),Female,1
2190,Jammu and Kashmir,2007,Physical Abuse (Rape/Incest Etc.),Male,2
2191,Jammu and Kashmir,2007,Pressures of Society,Female,2
2192,Jammu and Kashmir,2007,Relation Troubles,Female,26
2193,Jammu and Kashmir,2007,Relation Troubles,Male,28
2194,Jammu and Kashmir,2007,Sickness,Female,6
2195,Jammu and Kashmir,2007,Sickness,Male,4
2196,Jammu and Kashmir,2008,Causes Not known,Female,15
