,State,Year,Type_code,Type,Gender,Age_group,Total,Categories
12500,Andhra Pradesh,2011,Causes,Other Prolonged Illness,Female,30-44,318,Sickness
12501,Andhra Pradesh,2011,Causes,Death of Dear Person,Male,30-44,9,Relation Troubles
12502,Andhra Pradesh,2011,Causes,Insanity/Mental Illness,Male,30-44,200,Sickness
12503,Andhra Pradesh,2011,Causes,Not having Children(Barrenness/Impotency,Male,30-44,15,Relation Troubles
12504,Andhra Pradesh,2011,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,17,Relation Troubles
12506,Andhra Pradesh,2011,Causes,Professional/Career Problem,Male,30-44,25,Financial issues
12507,Andhra Pradesh,2011,Causes,Other Causes (Please Specity),Male,30-44,549,Others Causes
12508,Andhra Pradesh,2011,Causes,Suspected/Illicit Relation,Male,30-44,28,Relation Troubles
12509,Andhra Pradesh,2011,Causes,Other Prolonged Illness,Male,30-44,529,Sickness
12510,Andhra Pradesh,2011,Causes,Causes Not known,Male,30-44,414,Causes Not known
12511,Andhra Pradesh,2011,Causes,Family Problems,Male,30-44,701,Relation Troubles
12512,Andhra Pradesh,2011,Causes,Drug Abuse/Addiction,Male,30-44,48,Drug Abuse/Addiction
12513,Andhra Pradesh,2011,Causes,Love Affairs,Male,30-44,15,Relation Troubles
12516,Andhra Pradesh,2011,Causes,Illness (Aids/STD),Male,30-44,32,Sickness
12517,Andhra Pradesh,2011,Causes,Paralysis,Male,30-44,15,Sickness
12518,Andhra Pradesh,2011,Causes,Poverty,Male,30-44,402,Financial issues
12519,Andhra Pradesh,2011,Causes,Cancer,Male,30-44,11,Sickness
12520,Andhra Pradesh,2011,Causes,Fall in Social Reputation,Male,30-44,20,Pressures of Society
12522,Andhra Pradesh,2011,Causes,Property Dispute,Male,30-44,39,Financial issues
12523,Andhra Pradesh,2011,Causes,Unemployment,Male,30-44,41,Financial issues
12524,Andhra Pradesh,2011,Causes,Dowry Dispute,Male,30-44,42,Relation Troubles
12525,Andhra Pradesh,2011,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,388,Financial issues
12526,Andhra Pradesh,2011,Causes,Divorce,Male,30-44,11,Relation Troubles
12527,Andhra Pradesh,2011,Causes,Causes Not known,Female,45-59,65,Causes Not known
12529,Andhra Pradesh,2011,Causes,Poverty,Female,45-59,63,Financial issues
12531,Andhra Pradesh,2011,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,11,Financial issues
12532,Andhra Pradesh,2011,Causes,Cancer,Female,45-59,11,Sickness
12534,Andhra Pradesh,2011,Causes,Not having Children(Barrenness/Impotency,Female,45-59,9,Relation Troubles
12535,Andhra Pradesh,2011,Causes,Death of Dear Person,Female,45-59,8,Relation Troubles
12536,Andhra Pradesh,2011,Causes,Family Problems,Female,45-59,130,Relation Troubles
12537,Andhra Pradesh,2011,Causes,Suspected/Illicit Relation,Female,45-59,3,Relation Troubles
12538,Andhra Pradesh,2011,Causes,Insanity/Mental Illness,Female,45-59,108,Sickness
12539,Andhra Pradesh,2011,Causes,Other Causes (Please Specity),Female,45-59,53,Others Causes
12540,Andhra Pradesh,2011,Causes,Fall in Social Reputation,Female,45-59,3,Pressures of Society
12543,Andhra Pradesh,2011,Causes,Other Prolonged Illness,Female,45-59,185,Sickness
12545,Andhra Pradesh,2011,Causes,Dowry Dispute,Female,45-59,5,Relation Troubles
12548,Andhra Pradesh,2011,Causes,Drug Abuse/Addiction,Female,45-59,1,Drug Abuse/Addiction
12549,Andhra Pradesh,2011,Causes,Illness (Aids/STD),Female,45-59,5,Sickness
12551,Andhra Pradesh,2011,Causes,Unemployment,Female,45-59,1,Financial issues
12552,Andhra Pradesh,2011,Causes,Paralysis,Female,45-59,2,Sickness
12553,Andhra Pradesh,2011,Causes,Cancer,Male,45-59,14,Sickness
12554,Andhra Pradesh,2011,Causes,Family Problems,Male,45-59,432,Relation Troubles
12555,Andhra Pradesh,2011,Causes,Property Dispute,Male,45-59,71,Financial issues
12556,Andhra Pradesh,2011,Causes,Other Prolonged Illness,Male,45-59,526,Sickness
12557,Andhra Pradesh,2011,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,337,Financial issues
12558,Andhra Pradesh,2011,Causes,Illness (Aids/STD),Male,45-59,10,Sickness
12559,Andhra Pradesh,2011,Causes,Paralysis,Male,45-59,10,Sickness
12561,Andhra Pradesh,2011,Causes,Drug Abuse/Addiction,Male,45-59,21,Drug Abuse/Addiction
12562,Andhra Pradesh,2011,Causes,Suspected/Illicit Relation,Male,45-59,3,Relation Troubles
12563,Andhra Pradesh,2011,Causes,Death of Dear Person,Male,45-59,5,Relation Troubles
12564,Andhra Pradesh,2011,Causes,Fall in Social Reputation,Male,45-59,6,Pressures of Society
12565,Andhra Pradesh,2011,Causes,Dowry Dispute,Male,45-59,9,Relation Troubles
12567,Andhra Pradesh,2011,Causes,Poverty,Male,45-59,284,Financial issues
12568,Andhra Pradesh,2011,Causes,Causes Not known,Male,45-59,280,Causes Not known
12569,Andhra Pradesh,2011,Causes,Not having Children(Barrenness/Impotency,Male,45-59,1,Relation Troubles
12571,Andhra Pradesh,2011,Causes,Insanity/Mental Illness,Male,45-59,135,Sickness
12572,Andhra Pradesh,2011,Causes,Other Causes (Please Specity),Male,45-59,526,Others Causes
12573,Andhra Pradesh,2011,Causes,Unemployment,Male,45-59,2,Financial issues
12576,Andhra Pradesh,2011,Causes,Professional/Career Problem,Male,45-59,30,Financial issues
12577,Andhra Pradesh,2011,Causes,Divorce,Male,45-59,6,Relation Troubles
12578,Andhra Pradesh,2011,Causes,Love Affairs,Male,45-59,2,Relation Troubles
12581,Andhra Pradesh,2011,Causes,Paralysis,Female,60+,3,Sickness
12582,Andhra Pradesh,2011,Causes,Death of Dear Person,Female,60+,5,Relation Troubles
12584,Andhra Pradesh,2011,Causes,Family Problems,Female,60+,42,Relation Troubles
12587,Andhra Pradesh,2011,Causes,Insanity/Mental Illness,Female,60+,40,Sickness
12588,Andhra Pradesh,2011,Causes,Other Causes (Please Specity),Female,60+,42,Others Causes
12589,Andhra Pradesh,2011,Causes,Poverty,Female,60+,12,Financial issues
12594,Andhra Pradesh,2011,Causes,Causes Not known,Female,60+,38,Causes Not known
12596,Andhra Pradesh,2011,Causes,Bankruptcy or Sudden change in Economic,Female,60+,4,Financial issues
12597,Andhra Pradesh,2011,Causes,Drug Abuse/Addiction,Female,60+,2,Drug Abuse/Addiction
12601,Andhra Pradesh,2011,Causes,Cancer,Female,60+,6,Sickness
12603,Andhra Pradesh,2011,Causes,Other Prolonged Illness,Female,60+,116,Sickness
12604,Andhra Pradesh,2011,Causes,Property Dispute,Female,60+,2,Financial issues
12606,Andhra Pradesh,2011,Causes,Drug Abuse/Addiction,Male,60+,8,Drug Abuse/Addiction
12607,Andhra Pradesh,2011,Causes,Family Problems,Male,60+,93,Relation Troubles
12609,Andhra Pradesh,2011,Causes,Unemployment,Male,60+,1,Financial issues
12610,Andhra Pradesh,2011,Causes,Illness (Aids/STD),Male,60+,3,Sickness
12611,Andhra Pradesh,2011,Causes,Property Dispute,Male,60+,9,Financial issues
12612,Andhra Pradesh,2011,Causes,Insanity/Mental Illness,Male,60+,141,Sickness
12615,Andhra Pradesh,2011,Causes,Other Prolonged Illness,Male,60+,225,Sickness
12618,Andhra Pradesh,2011,Causes,Paralysis,Male,60+,23,Sickness
12619,Andhra Pradesh,2011,Causes,Other Causes (Please Specity),Male,60+,105,Others Causes
12622,Andhra Pradesh,2011,Causes,Professional/Career Problem,Male,60+,8,Financial issues
12623,Andhra Pradesh,2011,Causes,Causes Not known,Male,60+,141,Causes Not known
12624,Andhra Pradesh,2011,Causes,Death of Dear Person,Male,60+,1,Relation Troubles
12625,Andhra Pradesh,2011,Causes,Poverty,Male,60+,53,Financial issues
12628,Andhra Pradesh,2011,Causes,Dowry Dispute,Male,60+,1,Relation Troubles
12629,Andhra Pradesh,2011,Causes,Bankruptcy or Sudden change in Economic,Male,60+,104,Financial issues
12630,Andhra Pradesh,2011,Causes,Cancer,Male,60+,3,Sickness
12940,Andhra Pradesh,2012,Causes,Failure in Examination,Female,0-14,11,Pressures of Society
12941,Andhra Pradesh,2012,Causes,Drug Abuse/Addiction,Female,0-14,1,Drug Abuse/Addiction
12945,Andhra Pradesh,2012,Causes,Fall in Social Reputation,Female,0-14,2,Pressures of Society
12946,Andhra Pradesh,2012,Causes,Family Problems,Female,0-14,18,Relation Troubles
12947,Andhra Pradesh,2012,Causes,Insanity/Mental Illness,Female,0-14,1,Sickness
12948,Andhra Pradesh,2012,Causes,Illegitimate Pregnancy,Female,0-14,1,Relation Troubles
12952,Andhra Pradesh,2012,Causes,Causes Not known,Female,0-14,20,Causes Not known
12953,Andhra Pradesh,2012,Causes,Other Prolonged Illness,Female,0-14,19,Sickness
12956,Andhra Pradesh,2012,Causes,Suspected/Illicit Relation,Female,0-14,1,Relation Troubles
12957,Andhra Pradesh,2012,Causes,Love Affairs,Female,0-14,15,Relation Troubles
12958,Andhra Pradesh,2012,Causes,Other Causes (Please Specity),Female,0-14,48,Others Causes
12960,Andhra Pradesh,2012,Causes,Physical Abuse (Rape/Incest Etc.),Female,0-14,6,Physical Abuse (Rape/Incest Etc.)
12963,Andhra Pradesh,2012,Causes,Fall in Social Reputation,Male,0-14,1,Pressures of Society
12964,Andhra Pradesh,2012,Causes,Other Prolonged Illness,Male,0-14,8,Sickness
12966,Andhra Pradesh,2012,Causes,Other Causes (Please Specity),Male,0-14,15,Others Causes
12969,Andhra Pradesh,2012,Causes,Failure in Examination,Male,0-14,8,Pressures of Society
12973,Andhra Pradesh,2012,Causes,Bankruptcy or Sudden change in Economic,Male,0-14,1,Financial issues
12978,Andhra Pradesh,2012,Causes,Family Problems,Male,0-14,4,Relation Troubles
12979,Andhra Pradesh,2012,Causes,Death of Dear Person,Male,0-14,1,Relation Troubles
12983,Andhra Pradesh,2012,Causes,Insanity/Mental Illness,Male,0-14,2,Sickness
12986,Andhra Pradesh,2012,Causes,Poverty,Male,0-14,2,Financial issues
12988,Andhra Pradesh,2012,Causes,Causes Not known,Male,0-14,23,Causes Not known
12989,Andhra Pradesh,2012,Causes,Dowry Dispute,Female,15-29,161,Relation Troubles
12990,Andhra Pradesh,2012,Causes,Ideological Causes/Hero Worshipping,Female,15-29,4,Pressures of Society
12991,Andhra Pradesh,2012,Causes,Causes Not known,Female,15-29,121,Causes Not known
12992,Andhra Pradesh,2012,Causes,Illegitimate Pregnancy,Female,15-29,8,Relation Troubles
12993,Andhra Pradesh,2012,Causes,Death of Dear Person,Female,15-29,11,Relation Troubles
12994,Andhra Pradesh,2012,Causes,Drug Abuse/Addiction,Female,15-29,4,Drug Abuse/Addiction
12995,Andhra Pradesh,2012,Causes,Professional/Career Problem,Female,15-29,11,Financial issues
12996,Andhra Pradesh,2012,Causes,Fall in Social Reputation,Female,15-29,11,Pressures of Society
12997,Andhra Pradesh,2012,Causes,Property Dispute,Female,15-29,23,Financial issues
12998,Andhra Pradesh,2012,Causes,Not having Children(Barrenness/Impotency,Female,15-29,36,Relation Troubles
12999,Andhra Pradesh,2012,Causes,Unemployment,Female,15-29,30,Financial issues
13000,Andhra Pradesh,2012,Causes,Family Problems,Female,15-29,385,Relation Troubles
13001,Andhra Pradesh,2012,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,32,Financial issues
13002,Andhra Pradesh,2012,Causes,Divorce,Female,15-29,8,Relation Troubles
13003,Andhra Pradesh,2012,Causes,Illness (Aids/STD),Female,15-29,10,Sickness
13004,Andhra Pradesh,2012,Causes,Love Affairs,Female,15-29,104,Relation Troubles
13005,Andhra Pradesh,2012,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,28,Relation Troubles
13006,Andhra Pradesh,2012,Causes,Cancer,Female,15-29,14,Sickness
13007,Andhra Pradesh,2012,Causes,Suspected/Illicit Relation,Female,15-29,51,Relation Troubles
13008,Andhra Pradesh,2012,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,20,Physical Abuse (Rape/Incest Etc.)
13009,Andhra Pradesh,2012,Causes,Insanity/Mental Illness,Female,15-29,140,Sickness
13010,Andhra Pradesh,2012,Causes,Paralysis,Female,15-29,3,Sickness
13011,Andhra Pradesh,2012,Causes,Other Causes (Please Specity),Female,15-29,255,Others Causes
13012,Andhra Pradesh,2012,Causes,Poverty,Female,15-29,66,Financial issues
13013,Andhra Pradesh,2012,Causes,Other Prolonged Illness,Female,15-29,448,Sickness
13014,Andhra Pradesh,2012,Causes,Failure in Examination,Female,15-29,62,Pressures of Society
13015,Andhra Pradesh,2012,Causes,Ideological Causes/Hero Worshipping,Male,15-29,17,Pressures of Society
13016,Andhra Pradesh,2012,Causes,Causes Not known,Male,15-29,232,Causes Not known
13018,Andhra Pradesh,2012,Causes,Poverty,Male,15-29,198,Financial issues
13019,Andhra Pradesh,2012,Causes,Fall in Social Reputation,Male,15-29,15,Pressures of Society
13020,Andhra Pradesh,2012,Causes,Cancer,Male,15-29,17,Sickness
13021,Andhra Pradesh,2012,Causes,Love Affairs,Male,15-29,138,Relation Troubles
13022,Andhra Pradesh,2012,Causes,Failure in Examination,Male,15-29,75,Pressures of Society
13023,Andhra Pradesh,2012,Causes,Death of Dear Person,Male,15-29,11,Relation Troubles
13024,Andhra Pradesh,2012,Causes,Insanity/Mental Illness,Male,15-29,208,Sickness
13025,Andhra Pradesh,2012,Causes,Dowry Dispute,Male,15-29,2,Relation Troubles
13026,Andhra Pradesh,2012,Causes,Not having Children(Barrenness/Impotency,Male,15-29,4,Relation Troubles
13027,Andhra Pradesh,2012,Causes,Professional/Career Problem,Male,15-29,10,Financial issues
13028,Andhra Pradesh,2012,Causes,Suspected/Illicit Relation,Male,15-29,24,Relation Troubles
13029,Andhra Pradesh,2012,Causes,Unemployment,Male,15-29,76,Financial issues
13030,Andhra Pradesh,2012,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,144,Financial issues
13031,Andhra Pradesh,2012,Causes,Divorce,Male,15-29,5,Relation Troubles
13032,Andhra Pradesh,2012,Causes,Illness (Aids/STD),Male,15-29,21,Sickness
13033,Andhra Pradesh,2012,Causes,Other Causes (Please Specity),Male,15-29,390,Others Causes
13034,Andhra Pradesh,2012,Causes,Family Problems,Male,15-29,524,Relation Troubles
13035,Andhra Pradesh,2012,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,30,Relation Troubles
13036,Andhra Pradesh,2012,Causes,Drug Abuse/Addiction,Male,15-29,44,Drug Abuse/Addiction
13037,Andhra Pradesh,2012,Causes,Other Prolonged Illness,Male,15-29,330,Sickness
13038,Andhra Pradesh,2012,Causes,Paralysis,Male,15-29,1,Sickness
13039,Andhra Pradesh,2012,Causes,Property Dispute,Male,15-29,27,Financial issues
13041,Andhra Pradesh,2012,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,11,Relation Troubles
13042,Andhra Pradesh,2012,Causes,Drug Abuse/Addiction,Female,30-44,4,Drug Abuse/Addiction
13043,Andhra Pradesh,2012,Causes,Fall in Social Reputation,Female,30-44,9,Pressures of Society
13044,Andhra Pradesh,2012,Causes,Death of Dear Person,Female,30-44,12,Relation Troubles
13045,Andhra Pradesh,2012,Causes,Insanity/Mental Illness,Female,30-44,128,Sickness
13046,Andhra Pradesh,2012,Causes,Illness (Aids/STD),Female,30-44,12,Sickness
13047,Andhra Pradesh,2012,Causes,Love Affairs,Female,30-44,15,Relation Troubles
13048,Andhra Pradesh,2012,Causes,Property Dispute,Female,30-44,47,Financial issues
13049,Andhra Pradesh,2012,Causes,Causes Not known,Female,30-44,83,Causes Not known
13050,Andhra Pradesh,2012,Causes,Family Problems,Female,30-44,287,Relation Troubles
13051,Andhra Pradesh,2012,Causes,Not having Children(Barrenness/Impotency,Female,30-44,36,Relation Troubles
13053,Andhra Pradesh,2012,Causes,Failure in Examination,Female,30-44,2,Pressures of Society
13054,Andhra Pradesh,2012,Causes,Suspected/Illicit Relation,Female,30-44,30,Relation Troubles
13055,Andhra Pradesh,2012,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,48,Financial issues
13056,Andhra Pradesh,2012,Causes,Professional/Career Problem,Female,30-44,5,Financial issues
13057,Andhra Pradesh,2012,Causes,Other Causes (Please Specity),Female,30-44,191,Others Causes
13058,Andhra Pradesh,2012,Causes,Paralysis,Female,30-44,17,Sickness
13059,Andhra Pradesh,2012,Causes,Dowry Dispute,Female,30-44,30,Relation Troubles
13060,Andhra Pradesh,2012,Causes,Physical Abuse (Rape/Incest Etc.),Female,30-44,8,Physical Abuse (Rape/Incest Etc.)
13062,Andhra Pradesh,2012,Causes,Divorce,Female,30-44,10,Relation Troubles
13063,Andhra Pradesh,2012,Causes,Other Prolonged Illness,Female,30-44,354,Sickness
13064,Andhra Pradesh,2012,Causes,Unemployment,Female,30-44,26,Financial issues
13065,Andhra Pradesh,2012,Causes,Cancer,Female,30-44,19,Sickness
13066,Andhra Pradesh,2012,Causes,Poverty,Female,30-44,82,Financial issues
13067,Andhra Pradesh,2012,Causes,Other Causes (Please Specity),Male,30-44,567,Others Causes
13068,Andhra Pradesh,2012,Causes,Causes Not known,Male,30-44,383,Causes Not known
13069,Andhra Pradesh,2012,Causes,Ideological Causes/Hero Worshipping,Male,30-44,13,Pressures of Society
13070,Andhra Pradesh,2012,Causes,Professional/Career Problem,Male,30-44,32,Financial issues
13071,Andhra Pradesh,2012,Causes,Failure in Examination,Male,30-44,10,Pressures of Society
13072,Andhra Pradesh,2012,Causes,Poverty,Male,30-44,340,Financial issues
13073,Andhra Pradesh,2012,Causes,Suspected/Illicit Relation,Male,30-44,21,Relation Troubles
13074,Andhra Pradesh,2012,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,400,Financial issues
13075,Andhra Pradesh,2012,Causes,Not having Children(Barrenness/Impotency,Male,30-44,9,Relation Troubles
13076,Andhra Pradesh,2012,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,9,Relation Troubles
13077,Andhra Pradesh,2012,Causes,Divorce,Male,30-44,5,Relation Troubles
13080,Andhra Pradesh,2012,Causes,Family Problems,Male,30-44,757,Relation Troubles
13081,Andhra Pradesh,2012,Causes,Cancer,Male,30-44,24,Sickness
13082,Andhra Pradesh,2012,Causes,Other Prolonged Illness,Male,30-44,441,Sickness
13083,Andhra Pradesh,2012,Causes,Fall in Social Reputation,Male,30-44,34,Pressures of Society
13084,Andhra Pradesh,2012,Causes,Insanity/Mental Illness,Male,30-44,248,Sickness
13085,Andhra Pradesh,2012,Causes,Paralysis,Male,30-44,44,Sickness
13086,Andhra Pradesh,2012,Causes,Love Affairs,Male,30-44,22,Relation Troubles
13087,Andhra Pradesh,2012,Causes,Property Dispute,Male,30-44,70,Financial issues
13088,Andhra Pradesh,2012,Causes,Drug Abuse/Addiction,Male,30-44,63,Drug Abuse/Addiction
13089,Andhra Pradesh,2012,Causes,Illness (Aids/STD),Male,30-44,53,Sickness
13090,Andhra Pradesh,2012,Causes,Death of Dear Person,Male,30-44,18,Relation Troubles
13091,Andhra Pradesh,2012,Causes,Dowry Dispute,Male,30-44,2,Relation Troubles
13092,Andhra Pradesh,2012,Causes,Unemployment,Male,30-44,63,Financial issues
13093,Andhra Pradesh,2012,Causes,Property Dispute,Female,45-59,15,Financial issues
13094,Andhra Pradesh,2012,Causes,Other Causes (Please Specity),Female,45-59,86,Others Causes
13095,Andhra Pradesh,2012,Causes,Drug Abuse/Addiction,Female,45-59,1,Drug Abuse/Addiction
13096,Andhra Pradesh,2012,Causes,Insanity/Mental Illness,Female,45-59,82,Sickness
13097,Andhra Pradesh,2012,Causes,Death of Dear Person,Female,45-59,20,Relation Troubles
13098,Andhra Pradesh,2012,Causes,Cancer,Female,45-59,18,Sickness
13099,Andhra Pradesh,2012,Causes,Causes Not known,Female,45-59,47,Causes Not known
13100,Andhra Pradesh,2012,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,25,Financial issues
13101,Andhra Pradesh,2012,Causes,Illness (Aids/STD),Female,45-59,11,Sickness
13102,Andhra Pradesh,2012,Causes,Not having Children(Barrenness/Impotency,Female,45-59,6,Relation Troubles
13103,Andhra Pradesh,2012,Causes,Poverty,Female,45-59,61,Financial issues
13104,Andhra Pradesh,2012,Causes,Other Prolonged Illness,Female,45-59,195,Sickness
13105,Andhra Pradesh,2012,Causes,Physical Abuse (Rape/Incest Etc.),Female,45-59,2,Physical Abuse (Rape/Incest Etc.)
13106,Andhra Pradesh,2012,Causes,Professional/Career Problem,Female,45-59,2,Financial issues
13109,Andhra Pradesh,2012,Causes,Family Problems,Female,45-59,117,Relation Troubles
13110,Andhra Pradesh,2012,Causes,Unemployment,Female,45-59,7,Financial issues
13112,Andhra Pradesh,2012,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,4,Relation Troubles
