,State,Year,Categories,Age_group,Total
2451,Daman & Diu,2002,Sickness,15-29,1
2452,Daman & Diu,2002,Sickness,45-59,1
2453,Daman & Diu,2003,Causes Not known,15-29,7
2454,Daman & Diu,2003,Causes Not known,30-44,5
2455,Daman & Diu,2003,Causes Not known,45-59,3
2456,Daman & Diu,2003,Financial issues,30-44,1
2457,Daman & Diu,2003,Others Causes,15-29,1
2458,Daman & Diu,2003,Others Causes,30-44,1
2459,Daman & Diu,2003,Relation Troubles,0-14,1
2460,Daman & Diu,2003,Relation Troubles,15-29,1
2461,Daman & Diu,2003,Relation Troubles,30-44,2
2462,Daman & Diu,2003,Sickness,15-29,1
2463,Daman & Diu,2003,Sickness,30-44,1
2464,Daman & Diu,2004,Causes Not known,15-29,4
2465,Daman & Diu,2004,Causes Not known,30-44,3
2466,Daman & Diu,2004,Causes Not known,45-59,1
2467,Daman & Diu,2004,Financial issues,15-29,1
2468,Daman & Diu,2004,Others Causes,15-29,1
2469,Daman & Diu,2004,Relation Troubles,15-29,2
2470,Daman & Diu,2004,Sickness,15-29,1
2471,Daman & Diu,2005,Causes Not known,15-29,9
2472,Daman & Diu,2005,Causes Not known,30-44,2
2473,Daman & Diu,2005,Others Causes,0-14,1
2474,Daman & Diu,2005,Others Causes,15-29,5
2475,Daman & Diu,2005,Others Causes,30-44,2
2476,Daman & Diu,2005,Others Causes,45-59,4
2477,Daman & Diu,2005,Relation Troubles,15-29,1
2478,Daman & Diu,2005,Relation Troubles,30-44,2
2479,Daman & Diu,2005,Sickness,45-59,6
2480,Daman & Diu,2006,Causes Not known,0-14,2
2481,Daman & Diu,2006,Causes Not known,15-29,9
2482,Daman & Diu,2006,Causes Not known,30-44,5
2483,Daman & Diu,2006,Relation Troubles,0-14,1
2484,Daman & Diu,2006,Relation Troubles,15-29,1
2485,Daman & Diu,2006,Relation Troubles,60+,1
2486,Daman & Diu,2006,Sickness,15-29,1
2487,Daman & Diu,2006,Sickness,30-44,1
2488,Daman & Diu,2006,Sickness,45-59,1
2489,Daman & Diu,2007,Causes Not known,15-29,9
2490,Daman & Diu,2007,Causes Not known,30-44,3
2491,Daman & Diu,2007,Causes Not known,45-59,2
2492,Daman & Diu,2007,Relation Troubles,15-29,1
2493,Daman & Diu,2008,Causes Not known,15-29,5
2494,Daman & Diu,2008,Causes Not known,30-44,4
2495,Daman & Diu,2008,Causes Not known,45-59,1
2496,Daman & Diu,2008,Causes Not known,60+,2
2497,Daman & Diu,2008,Financial issues,45-59,1
2498,Daman & Diu,2008,Relation Troubles,45-59,2
2499,Daman & Diu,2008,Sickness,45-59,3
2500,Daman & Diu,2008,Sickness,60+,1
2501,Daman & Diu,2009,Causes Not known,15-29,6
2502,Daman & Diu,2009,Causes Not known,30-44,5
2503,Daman & Diu,2009,Causes Not known,45-59,2
2504,Daman & Diu,2009,Causes Not known,60+,2
2505,Daman & Diu,2009,Others Causes,15-29,1
2506,Daman & Diu,2009,Others Causes,30-44,2
2507,Daman & Diu,2009,Relation Troubles,0-14,1
2508,Daman & Diu,2009,Relation Troubles,15-29,1
2509,Daman & Diu,2009,Relation Troubles,45-59,1
2510,Daman & Diu,2009,Sickness,15-29,1
2511,Daman & Diu,2009,Sickness,45-59,1
2512,Daman & Diu,2010,Causes Not known,0-14,1
2513,Daman & Diu,2010,Causes Not known,15-29,11
2514,Daman & Diu,2010,Causes Not known,30-44,6
2515,Daman & Diu,2010,Causes Not known,45-59,2
2516,Daman & Diu,2010,Others Causes,15-29,1
2517,Daman & Diu,2010,Others Causes,30-44,1
2518,Daman & Diu,2010,Pressures of Society,15-29,1
2519,Daman & Diu,2010,Relation Troubles,15-29,2
2520,Daman & Diu,2010,Relation Troubles,30-44,1
2521,Daman & Diu,2010,Sickness,0-14,2
2522,Daman & Diu,2010,Sickness,15-29,3
2523,Daman & Diu,2011,Causes Not known,15-29,13
2524,Daman & Diu,2011,Causes Not known,30-44,6
2525,Daman & Diu,2011,Causes Not known,45-59,5
2526,Daman & Diu,2011,Others Causes,0-14,1
2527,Daman & Diu,2011,Others Causes,15-29,3
2528,Daman & Diu,2011,Others Causes,30-44,1
2529,Daman & Diu,2011,Relation Troubles,15-29,4
2530,Daman & Diu,2012,Causes Not known,0-14,1
2531,Daman & Diu,2012,Causes Not known,15-29,8
2532,Daman & Diu,2012,Causes Not known,30-44,3
2533,Daman & Diu,2012,Causes Not known,45-59,1
2534,Daman & Diu,2012,Others Causes,15-29,3
2535,Daman & Diu,2012,Others Causes,30-44,11
2536,Daman & Diu,2012,Others Causes,45-59,5
2537,Daman & Diu,2012,Pressures of Society,30-44,1
2538,Daman & Diu,2012,Relation Troubles,30-44,1
2539,Daman & Diu,2012,Sickness,30-44,2
2540,Delhi,2001,Causes Not known,0-14,12
2541,Delhi,2001,Causes Not known,15-29,206
2542,Delhi,2001,Causes Not known,30-44,161
2543,Delhi,2001,Causes Not known,45-59,64
2544,Delhi,2001,Causes Not known,60+,15
2545,Delhi,2001,Drug Abuse/Addiction,15-29,3
2546,Delhi,2001,Drug Abuse/Addiction,30-44,10
2547,Delhi,2001,Drug Abuse/Addiction,45-59,4
2548,Delhi,2001,Drug Abuse/Addiction,60+,1
2549,Delhi,2001,Financial issues,0-14,5
2550,Delhi,2001,Financial issues,15-29,69
2551,Delhi,2001,Financial issues,30-44,74
2552,Delhi,2001,Financial issues,45-59,15
2553,Delhi,2001,Financial issues,60+,1
2554,Delhi,2001,Others Causes,0-14,2
2555,Delhi,2001,Others Causes,15-29,25
2556,Delhi,2001,Others Causes,30-44,16
2557,Delhi,2001,Others Causes,45-59,7
2558,Delhi,2001,Others Causes,60+,2
2559,Delhi,2001,Physical Abuse (Rape/Incest Etc.),15-29,4
2560,Delhi,2001,Pressures of Society,0-14,2
2561,Delhi,2001,Pressures of Society,15-29,27
2562,Delhi,2001,Pressures of Society,30-44,1
2563,Delhi,2001,Pressures of Society,45-59,1
2564,Delhi,2001,Relation Troubles,0-14,17
2565,Delhi,2001,Relation Troubles,15-29,233
2566,Delhi,2001,Relation Troubles,30-44,130
2567,Delhi,2001,Relation Troubles,45-59,32
2568,Delhi,2001,Relation Troubles,60+,6
2569,Delhi,2001,Sickness,0-14,5
2570,Delhi,2001,Sickness,15-29,30
2571,Delhi,2001,Sickness,30-44,25
2572,Delhi,2001,Sickness,45-59,23
2573,Delhi,2001,Sickness,60+,11
2574,Delhi,2002,Causes Not known,0-14,12
2575,Delhi,2002,Causes Not known,15-29,144
2576,Delhi,2002,Causes Not known,30-44,87
2577,Delhi,2002,Causes Not known,45-59,41
2578,Delhi,2002,Causes Not known,60+,7
2579,Delhi,2002,Drug Abuse/Addiction,15-29,17
2580,Delhi,2002,Drug Abuse/Addiction,30-44,5
2581,Delhi,2002,Drug Abuse/Addiction,45-59,2
2582,Delhi,2002,Financial issues,0-14,1
2583,Delhi,2002,Financial issues,15-29,30
2584,Delhi,2002,Financial issues,30-44,35
2585,Delhi,2002,Financial issues,45-59,18
2586,Delhi,2002,Others Causes,0-14,1
2587,Delhi,2002,Others Causes,15-29,29
2588,Delhi,2002,Others Causes,30-44,12
2589,Delhi,2002,Others Causes,45-59,3
2590,Delhi,2002,Physical Abuse (Rape/Incest Etc.),15-29,4
2591,Delhi,2002,Pressures of Society,0-14,11
2592,Delhi,2002,Pressures of Society,15-29,29
2593,Delhi,2002,Pressures of Society,30-44,3
2594,Delhi,2002,Relation Troubles,0-14,6
2595,Delhi,2002,Relation Troubles,15-29,259
2596,Delhi,2002,Relation Troubles,30-44,168
2597,Delhi,2002,Relation Troubles,45-59,33
2598,Delhi,2002,Relation Troubles,60+,4
2599,Delhi,2002,Sickness,15-29,30
2600,Delhi,2002,Sickness,30-44,34
2601,Delhi,2002,Sickness,45-59,19
2602,Delhi,2002,Sickness,60+,9
2603,Delhi,2003,Causes Not known,0-14,16
2604,Delhi,2003,Causes Not known,15-29,159
2605,Delhi,2003,Causes Not known,30-44,109
2606,Delhi,2003,Causes Not known,45-59,42
2607,Delhi,2003,Causes Not known,60+,5
2608,Delhi,2003,Drug Abuse/Addiction,15-29,9
2609,Delhi,2003,Drug Abuse/Addiction,30-44,8
2610,Delhi,2003,Drug Abuse/Addiction,45-59,1
2611,Delhi,2003,Financial issues,15-29,38
2612,Delhi,2003,Financial issues,30-44,28
2613,Delhi,2003,Financial issues,45-59,3
2614,Delhi,2003,Financial issues,60+,1
2615,Delhi,2003,Others Causes,0-14,5
2616,Delhi,2003,Others Causes,15-29,67
2617,Delhi,2003,Others Causes,30-44,51
2618,Delhi,2003,Others Causes,45-59,16
2619,Delhi,2003,Others Causes,60+,15
2620,Delhi,2003,Physical Abuse (Rape/Incest Etc.),15-29,4
2621,Delhi,2003,Pressures of Society,0-14,8
2622,Delhi,2003,Pressures of Society,15-29,28
2623,Delhi,2003,Pressures of Society,30-44,3
2624,Delhi,2003,Relation Troubles,0-14,8
2625,Delhi,2003,Relation Troubles,15-29,233
2626,Delhi,2003,Relation Troubles,30-44,142
2627,Delhi,2003,Relation Troubles,45-59,41
2628,Delhi,2003,Sickness,15-29,25
2629,Delhi,2003,Sickness,30-44,49
2630,Delhi,2003,Sickness,45-59,28
2631,Delhi,2003,Sickness,60+,11
2632,Delhi,2004,Causes Not known,0-14,10
2633,Delhi,2004,Causes Not known,15-29,196
2634,Delhi,2004,Causes Not known,30-44,126
2635,Delhi,2004,Causes Not known,45-59,34
2636,Delhi,2004,Causes Not known,60+,7
2637,Delhi,2004,Drug Abuse/Addiction,15-29,9
2638,Delhi,2004,Drug Abuse/Addiction,30-44,8
2639,Delhi,2004,Drug Abuse/Addiction,45-59,3
2640,Delhi,2004,Financial issues,0-14,3
2641,Delhi,2004,Financial issues,15-29,48
2642,Delhi,2004,Financial issues,30-44,35
2643,Delhi,2004,Financial issues,45-59,9
2644,Delhi,2004,Financial issues,60+,2
2645,Delhi,2004,Others Causes,0-14,8
2646,Delhi,2004,Others Causes,15-29,55
2647,Delhi,2004,Others Causes,30-44,70
2648,Delhi,2004,Others Causes,45-59,31
2649,Delhi,2004,Others Causes,60+,3
2650,Delhi,2004,Physical Abuse (Rape/Incest Etc.),15-29,1
2651,Delhi,2004,Physical Abuse (Rape/Incest Etc.),30-44,1
2652,Delhi,2004,Pressures of Society,0-14,8
2653,Delhi,2004,Pressures of Society,15-29,44
2654,Delhi,2004,Pressures of Society,30-44,5
2655,Delhi,2004,Pressures of Society,45-59,2
2656,Delhi,2004,Relation Troubles,0-14,2
2657,Delhi,2004,Relation Troubles,15-29,221
2658,Delhi,2004,Relation Troubles,30-44,135
2659,Delhi,2004,Relation Troubles,45-59,33
2660,Delhi,2004,Relation Troubles,60+,15
2661,Delhi,2004,Sickness,0-14,5
2662,Delhi,2004,Sickness,15-29,51
2663,Delhi,2004,Sickness,30-44,35
2664,Delhi,2004,Sickness,45-59,32
2665,Delhi,2004,Sickness,60+,9
2666,Delhi,2005,Causes Not known,0-14,9
2667,Delhi,2005,Causes Not known,15-29,216
2668,Delhi,2005,Causes Not known,30-44,129
2669,Delhi,2005,Causes Not known,45-59,40
2670,Delhi,2005,Causes Not known,60+,3
2671,Delhi,2005,Drug Abuse/Addiction,15-29,6
2672,Delhi,2005,Drug Abuse/Addiction,30-44,11
2673,Delhi,2005,Drug Abuse/Addiction,45-59,2
2674,Delhi,2005,Financial issues,15-29,40
2675,Delhi,2005,Financial issues,30-44,43
2676,Delhi,2005,Financial issues,45-59,2
2677,Delhi,2005,Financial issues,60+,2
2678,Delhi,2005,Others Causes,0-14,5
2679,Delhi,2005,Others Causes,15-29,44
2680,Delhi,2005,Others Causes,30-44,41
2681,Delhi,2005,Others Causes,45-59,18
2682,Delhi,2005,Others Causes,60+,4
2683,Delhi,2005,Pressures of Society,0-14,5
2684,Delhi,2005,Pressures of Society,15-29,39
2685,Delhi,2005,Pressures of Society,30-44,13
2686,Delhi,2005,Pressures of Society,45-59,5
2687,Delhi,2005,Relation Troubles,0-14,1
2688,Delhi,2005,Relation Troubles,15-29,259
2689,Delhi,2005,Relation Troubles,30-44,141
2690,Delhi,2005,Relation Troubles,45-59,47
2691,Delhi,2005,Relation Troubles,60+,16
2692,Delhi,2005,Sickness,0-14,1
2693,Delhi,2005,Sickness,15-29,47
2694,Delhi,2005,Sickness,30-44,26
2695,Delhi,2005,Sickness,45-59,23
2696,Delhi,2005,Sickness,60+,7
2697,Delhi,2006,Causes Not known,0-14,14
2698,Delhi,2006,Causes Not known,15-29,301
2699,Delhi,2006,Causes Not known,30-44,212
2700,Delhi,2006,Causes Not known,45-59,71
2701,Delhi,2006,Causes Not known,60+,13
2702,Delhi,2006,Drug Abuse/Addiction,15-29,8
2703,Delhi,2006,Drug Abuse/Addiction,30-44,12
2704,Delhi,2006,Drug Abuse/Addiction,45-59,2
2705,Delhi,2006,Financial issues,15-29,59
2706,Delhi,2006,Financial issues,30-44,31
2707,Delhi,2006,Financial issues,45-59,16
2708,Delhi,2006,Others Causes,0-14,3
2709,Delhi,2006,Others Causes,15-29,39
2710,Delhi,2006,Others Causes,30-44,25
2711,Delhi,2006,Others Causes,45-59,13
2712,Delhi,2006,Others Causes,60+,2
2713,Delhi,2006,Pressures of Society,0-14,5
2714,Delhi,2006,Pressures of Society,15-29,18
2715,Delhi,2006,Pressures of Society,30-44,10
2716,Delhi,2006,Pressures of Society,45-59,5
2717,Delhi,2006,Relation Troubles,0-14,3
2718,Delhi,2006,Relation Troubles,15-29,304
2719,Delhi,2006,Relation Troubles,30-44,160
2720,Delhi,2006,Relation Troubles,45-59,30
2721,Delhi,2006,Relation Troubles,60+,5
2722,Delhi,2006,Sickness,15-29,55
2723,Delhi,2006,Sickness,30-44,38
2724,Delhi,2006,Sickness,45-59,30
2725,Delhi,2006,Sickness,60+,8
2726,Delhi,2007,Causes Not known,0-14,10
2727,Delhi,2007,Causes Not known,15-29,297
2728,Delhi,2007,Causes Not known,30-44,207
2729,Delhi,2007,Causes Not known,45-59,58
2730,Delhi,2007,Causes Not known,60+,9
2731,Delhi,2007,Drug Abuse/Addiction,15-29,11
2732,Delhi,2007,Drug Abuse/Addiction,30-44,6
2733,Delhi,2007,Drug Abuse/Addiction,60+,1
2734,Delhi,2007,Financial issues,15-29,60
2735,Delhi,2007,Financial issues,30-44,26
2736,Delhi,2007,Financial issues,45-59,8
2737,Delhi,2007,Financial issues,60+,1
2738,Delhi,2007,Others Causes,0-14,7
2739,Delhi,2007,Others Causes,15-29,73
2740,Delhi,2007,Others Causes,30-44,62
2741,Delhi,2007,Others Causes,45-59,20
2742,Delhi,2007,Others Causes,60+,9
2743,Delhi,2007,Pressures of Society,0-14,6
2744,Delhi,2007,Pressures of Society,15-29,43
2745,Delhi,2007,Pressures of Society,30-44,4
2746,Delhi,2007,Pressures of Society,45-59,3
2747,Delhi,2007,Pressures of Society,60+,1
2748,Delhi,2007,Relation Troubles,0-14,2
2749,Delhi,2007,Relation Troubles,15-29,265
2750,Delhi,2007,Relation Troubles,30-44,167
2751,Delhi,2007,Relation Troubles,45-59,27
2752,Delhi,2007,Relation Troubles,60+,7
2753,Delhi,2007,Sickness,0-14,3
2754,Delhi,2007,Sickness,15-29,28
2755,Delhi,2007,Sickness,30-44,31
2756,Delhi,2007,Sickness,45-59,17
2757,Delhi,2007,Sickness,60+,12
2758,Delhi,2008,Causes Not known,0-14,6
2759,Delhi,2008,Causes Not known,15-29,234
2760,Delhi,2008,Causes Not known,30-44,155
2761,Delhi,2008,Causes Not known,45-59,38
2762,Delhi,2008,Causes Not known,60+,8
2763,Delhi,2008,Drug Abuse/Addiction,15-29,13
2764,Delhi,2008,Drug Abuse/Addiction,30-44,7
2765,Delhi,2008,Drug Abuse/Addiction,45-59,1
2766,Delhi,2008,Financial issues,0-14,1
2767,Delhi,2008,Financial issues,15-29,68
2768,Delhi,2008,Financial issues,30-44,49
2769,Delhi,2008,Financial issues,45-59,15
2770,Delhi,2008,Financial issues,60+,1
2771,Delhi,2008,Others Causes,0-14,4
2772,Delhi,2008,Others Causes,15-29,69
2773,Delhi,2008,Others Causes,30-44,27
2774,Delhi,2008,Others Causes,45-59,8
2775,Delhi,2008,Physical Abuse (Rape/Incest Etc.),15-29,1
2776,Delhi,2008,Pressures of Society,0-14,13
2777,Delhi,2008,Pressures of Society,15-29,45
2778,Delhi,2008,Pressures of Society,30-44,9
2779,Delhi,2008,Pressures of Society,45-59,2
2780,Delhi,2008,Pressures of Society,60+,1
2781,Delhi,2008,Relation Troubles,0-14,7
2782,Delhi,2008,Relation Troubles,15-29,259
2783,Delhi,2008,Relation Troubles,30-44,113
2784,Delhi,2008,Relation Troubles,45-59,39
2785,Delhi,2008,Relation Troubles,60+,7
2786,Delhi,2008,Sickness,0-14,3
2787,Delhi,2008,Sickness,15-29,29
2788,Delhi,2008,Sickness,30-44,41
2789,Delhi,2008,Sickness,45-59,19
2790,Delhi,2008,Sickness,60+,11
2791,Delhi,2009,Causes Not known,0-14,10
2792,Delhi,2009,Causes Not known,15-29,233
2793,Delhi,2009,Causes Not known,30-44,126
2794,Delhi,2009,Causes Not known,45-59,37
2795,Delhi,2009,Causes Not known,60+,13
2796,Delhi,2009,Drug Abuse/Addiction,15-29,15
2797,Delhi,2009,Drug Abuse/Addiction,30-44,17
2798,Delhi,2009,Drug Abuse/Addiction,45-59,5
2799,Delhi,2009,Financial issues,0-14,1
2800,Delhi,2009,Financial issues,15-29,82
2801,Delhi,2009,Financial issues,30-44,39
2802,Delhi,2009,Financial issues,45-59,17
2803,Delhi,2009,Financial issues,60+,3
2804,Delhi,2009,Others Causes,0-14,6
2805,Delhi,2009,Others Causes,15-29,111
2806,Delhi,2009,Others Causes,30-44,96
2807,Delhi,2009,Others Causes,45-59,21
2808,Delhi,2009,Others Causes,60+,4
2809,Delhi,2009,Pressures of Society,0-14,5
2810,Delhi,2009,Pressures of Society,15-29,45
2811,Delhi,2009,Pressures of Society,30-44,1
2812,Delhi,2009,Relation Troubles,0-14,10
2813,Delhi,2009,Relation Troubles,15-29,293
2814,Delhi,2009,Relation Troubles,30-44,143
2815,Delhi,2009,Relation Troubles,45-59,39
2816,Delhi,2009,Relation Troubles,60+,5
2817,Delhi,2009,Sickness,0-14,2
2818,Delhi,2009,Sickness,15-29,38
2819,Delhi,2009,Sickness,30-44,28
2820,Delhi,2009,Sickness,45-59,22
2821,Delhi,2009,Sickness,60+,10
2822,Delhi,2010,Causes Not known,0-14,18
2823,Delhi,2010,Causes Not known,15-29,311
2824,Delhi,2010,Causes Not known,30-44,183
2825,Delhi,2010,Causes Not known,45-59,60
2826,Delhi,2010,Causes Not known,60+,31
2827,Delhi,2010,Drug Abuse/Addiction,0-14,1
2828,Delhi,2010,Drug Abuse/Addiction,15-29,10
2829,Delhi,2010,Drug Abuse/Addiction,30-44,9
2830,Delhi,2010,Drug Abuse/Addiction,45-59,2
2831,Delhi,2010,Drug Abuse/Addiction,60+,2
2832,Delhi,2010,Financial issues,15-29,51
2833,Delhi,2010,Financial issues,30-44,40
2834,Delhi,2010,Financial issues,45-59,16
2835,Delhi,2010,Financial issues,60+,2
2836,Delhi,2010,Others Causes,0-14,7
2837,Delhi,2010,Others Causes,15-29,91
2838,Delhi,2010,Others Causes,30-44,61
2839,Delhi,2010,Others Causes,45-59,16
2840,Delhi,2010,Others Causes,60+,4
2841,Delhi,2010,Physical Abuse (Rape/Incest Etc.),0-14,1
2842,Delhi,2010,Physical Abuse (Rape/Incest Etc.),15-29,3
2843,Delhi,2010,Pressures of Society,0-14,6
2844,Delhi,2010,Pressures of Society,15-29,53
2845,Delhi,2010,Pressures of Society,30-44,11
2846,Delhi,2010,Pressures of Society,45-59,5
2847,Delhi,2010,Pressures of Society,60+,1
2848,Delhi,2010,Relation Troubles,0-14,6
2849,Delhi,2010,Relation Troubles,15-29,251
2850,Delhi,2010,Relation Troubles,30-44,160
2851,Delhi,2010,Relation Troubles,45-59,49
2852,Delhi,2010,Relation Troubles,60+,10
2853,Delhi,2010,Sickness,0-14,1
2854,Delhi,2010,Sickness,15-29,22
2855,Delhi,2010,Sickness,30-44,25
2856,Delhi,2010,Sickness,45-59,18
2857,Delhi,2010,Sickness,60+,6
2858,Delhi,2011,Causes Not known,0-14,20
2859,Delhi,2011,Causes Not known,15-29,313
2860,Delhi,2011,Causes Not known,30-44,148
2861,Delhi,2011,Causes Not known,45-59,55
2862,Delhi,2011,Causes Not known,60+,11
2863,Delhi,2011,Drug Abuse/Addiction,0-14,2
2864,Delhi,2011,Drug Abuse/Addiction,15-29,18
2865,Delhi,2011,Drug Abuse/Addiction,30-44,17
2866,Delhi,2011,Drug Abuse/Addiction,45-59,5
2867,Delhi,2011,Financial issues,15-29,83
2868,Delhi,2011,Financial issues,30-44,60
2869,Delhi,2011,Financial issues,45-59,12
2870,Delhi,2011,Financial issues,60+,1
2871,Delhi,2011,Others Causes,0-14,1
2872,Delhi,2011,Others Causes,15-29,111
2873,Delhi,2011,Others Causes,30-44,59
2874,Delhi,2011,Others Causes,45-59,31
2875,Delhi,2011,Others Causes,60+,6
2876,Delhi,2011,Pressures of Society,0-14,5
2877,Delhi,2011,Pressures of Society,15-29,41
2878,Delhi,2011,Pressures of Society,30-44,2
2879,Delhi,2011,Pressures of Society,45-59,1
2880,Delhi,2011,Pressures of Society,60+,2
2881,Delhi,2011,Relation Troubles,0-14,6
2882,Delhi,2011,Relation Troubles,15-29,346
2883,Delhi,2011,Relation Troubles,30-44,159
2884,Delhi,2011,Relation Troubles,45-59,40
2885,Delhi,2011,Relation Troubles,60+,14
2886,Delhi,2011,Sickness,0-14,3
2887,Delhi,2011,Sickness,15-29,53
2888,Delhi,2011,Sickness,30-44,57
2889,Delhi,2011,Sickness,45-59,21
2890,Delhi,2011,Sickness,60+,13
2891,Delhi,2012,Causes Not known,0-14,19
2892,Delhi,2012,Causes Not known,15-29,362
2893,Delhi,2012,Causes Not known,30-44,219
2894,Delhi,2012,Causes Not known,45-59,71
2895,Delhi,2012,Causes Not known,60+,13
2896,Delhi,2012,Drug Abuse/Addiction,0-14,1
2897,Delhi,2012,Drug Abuse/Addiction,15-29,22
2898,Delhi,2012,Drug Abuse/Addiction,30-44,18
2899,Delhi,2012,Drug Abuse/Addiction,45-59,4
2900,Delhi,2012,Financial issues,0-14,1
2901,Delhi,2012,Financial issues,15-29,96
2902,Delhi,2012,Financial issues,30-44,60
2903,Delhi,2012,Financial issues,45-59,14
2904,Delhi,2012,Financial issues,60+,1
2905,Delhi,2012,Others Causes,0-14,3
2906,Delhi,2012,Others Causes,15-29,78
2907,Delhi,2012,Others Causes,30-44,36
2908,Delhi,2012,Others Causes,45-59,19
2909,Delhi,2012,Others Causes,60+,10
2910,Delhi,2012,Pressures of Society,0-14,19
2911,Delhi,2012,Pressures of Society,15-29,76
2912,Delhi,2012,Pressures of Society,30-44,8
2913,Delhi,2012,Pressures of Society,45-59,3
2914,Delhi,2012,Pressures of Society,60+,2
2915,Delhi,2012,Relation Troubles,0-14,8
2916,Delhi,2012,Relation Troubles,15-29,354
2917,Delhi,2012,Relation Troubles,30-44,191
2918,Delhi,2012,Relation Troubles,45-59,42
2919,Delhi,2012,Relation Troubles,60+,10
2920,Delhi,2012,Sickness,0-14,6
2921,Delhi,2012,Sickness,15-29,42
2922,Delhi,2012,Sickness,30-44,53
2923,Delhi,2012,Sickness,45-59,25
2924,Delhi,2012,Sickness,60+,13
2925,Goa,2001,Causes Not known,0-14,2
2926,Goa,2001,Causes Not known,15-29,15
2927,Goa,2001,Causes Not known,30-44,21
2928,Goa,2001,Causes Not known,45-59,11
2929,Goa,2001,Causes Not known,60+,7
2930,Goa,2001,Financial issues,15-29,3
2931,Goa,2001,Financial issues,30-44,5
2932,Goa,2001,Financial issues,45-59,4
2933,Goa,2001,Financial issues,60+,2
2934,Goa,2001,Others Causes,15-29,20
2935,Goa,2001,Others Causes,30-44,14
2936,Goa,2001,Others Causes,45-59,8
2937,Goa,2001,Others Causes,60+,2
2938,Goa,2001,Pressures of Society,15-29,2
2939,Goa,2001,Relation Troubles,0-14,1
2940,Goa,2001,Relation Troubles,15-29,21
2941,Goa,2001,Relation Troubles,30-44,27
2942,Goa,2001,Relation Troubles,45-59,5
2943,Goa,2001,Relation Troubles,60+,4
2944,Goa,2001,Sickness,15-29,12
2945,Goa,2001,Sickness,30-44,38
2946,Goa,2001,Sickness,45-59,13
2947,Goa,2001,Sickness,60+,19
2948,Goa,2002,Causes Not known,0-14,2
2949,Goa,2002,Causes Not known,15-29,24
2950,Goa,2002,Causes Not known,30-44,33
2951,Goa,2002,Causes Not known,45-59,8
2952,Goa,2002,Causes Not known,60+,4
2953,Goa,2002,Financial issues,15-29,18
2954,Goa,2002,Financial issues,30-44,18
2955,Goa,2002,Financial issues,45-59,5
2956,Goa,2002,Financial issues,60+,2
2957,Goa,2002,Others Causes,15-29,15
2958,Goa,2002,Others Causes,30-44,15
2959,Goa,2002,Others Causes,45-59,12
2960,Goa,2002,Pressures of Society,15-29,3
2961,Goa,2002,Pressures of Society,45-59,3
2962,Goa,2002,Relation Troubles,15-29,35
2963,Goa,2002,Relation Troubles,30-44,24
